iter	Passed	Remaining
205	266	1028
206	267	1024
207	267	1020
208	268	1016
209	269	1012
210	269	1008
211	270	1004
212	270	1000
213	271	997
214	272	993
215	272	989
216	273	985
217	273	981
218	274	978
219	274	974
220	275	970
221	275	966
222	276	963
223	276	959
224	277	956
225	278	952
226	278	949
227	279	945
228	279	942
229	280	938
230	280	935
231	281	931
232	282	928
233	282	925
234	283	921
235	283	918
236	284	915
237	284	912
238	285	909
239	286	905
240	286	902
241	287	899
242	287	896
243	288	893
244	288	890
245	289	886
246	289	883
247	290	880
248	291	878
249	291	874
250	292	871
251	292	869
252	293	865
253	293	863
254	294	860
255	294	857
256	295	854
257	296	851
258	296	848
259	297	845
260	297	843
261	298	840
262	298	837
263	299	834
264	299	832
265	300	829
266	301	826
267	301	824
268	302	821
269	302	819
270	303	816
271	304	813
272	304	811
273	305	808
274	305	806
275	306	803
276	306	801
277	307	798
278	308	796
279	308	793
280	309	791
281	309	788
282	310	786
283	310	783
284	311	781
285	312	779
286	312	776
287	313	774
288	313	772
289	314	769
290	314	767
291	315	765
292	316	762
293	316	760
294	317	757
295	317	755
296	318	753
297	318	751
298	319	748
299	320	746
300	320	744
301	321	742
302	321	740
303	322	738
304	322	735
305	323	733
306	324	731
307	324	729
308	325	727
309	325	725
310	326	723
311	326	721
312	327	718
313	328	716
314	328	714
315	329	712
316	329	710
317	330	708
318	330	706
319	331	704
320	332	702
321	332	700
322	333	698
323	333	696
324	334	694
325	334	692
326	335	690
327	335	688
328	336	686
329	337	684
330	337	682
331	338	680
332	338	678
333	339	676
334	339	674
335	340	672
336	341	670
337	341	669
338	342	667
339	342	665
340	343	663
341	343	661
342	344	659
343	345	657
344	345	656
345	346	654
346	346	652
347	347	650
348	347	649
349	348	647
350	349	645
351	349	643
352	350	641
353	350	640
354	351	638
355	351	636
356	352	634
357	353	633
358	353	631
359	354	629
360	354	627
361	355	626
362	355	624
363	356	622
364	357	621
365	357	619
366	358	617
367	358	616
368	359	614
369	359	612
370	360	611
371	361	610
372	362	609
373	363	607
374	363	606
375	364	604
376	365	603
377	365	601
378	366	600
379	366	598
380	367	597
381	368	596
382	369	594
383	369	593
384	370	591
385	371	590
386	371	589
387	372	587
388	373	586
389	374	584
390	374	583
391	375	582
392	376	580
393	376	579
394	377	577
395	377	576
396	378	575
397	379	573
398	379	572
399	380	570
400	381	569
401	382	568
402	382	567
403	383	566
404	384	564
405	385	563
406	385	562
407	386	561
408	388	560
409	388	559
410	389	558
411	390	557
412	390	555
413	391	554
414	392	552
415	392	551
416	393	550
417	393	548
418	394	547
419	395	546
420	396	544
421	396	543
422	397	541
423	397	540
424	398	538
425	398	537
426	399	536
427	400	534
428	400	533
429	401	532
430	402	531
431	402	529
432	403	528
433	404	527
434	404	525
435	405	524
436	406	523
437	407	522
438	407	521
439	409	521
440	410	519
441	410	518
442	411	517
443	412	516
444	412	514
445	413	513
446	413	512
447	414	510
448	414	509
449	415	507
450	416	506
451	416	505
452	417	503
453	418	502
454	418	501
455	419	500
456	419	498
457	420	497
458	421	496
459	421	495
460	422	493
461	422	492
462	423	491
463	424	489
464	424	488
465	425	487
466	425	486
467	426	484
468	427	483
469	427	482
470	428	481
471	428	479
472	429	478
473	430	477
474	430	475
475	431	474
476	431	473
477	432	472
478	432	470
479	433	469
480	434	468
481	434	467
482	435	466
483	435	464
484	436	463
485	437	462
486	437	460
487	438	459
488	438	458
489	439	457
490	439	455
491	440	454
492	440	453
493	441	452
494	442	451
495	442	449
496	443	448
497	443	447
498	444	446
499	445	445
500	445	443
501	446	442
502	446	441
503	447	440
504	447	439
505	448	437
506	449	436
507	449	435
508	450	434
509	450	433
510	451	432
511	452	430
512	452	429
513	453	428
514	453	427
515	454	426
516	455	425
517	455	423
518	456	422
519	456	421
520	457	420
521	458	419
522	458	418
523	459	417
524	459	415
525	460	414
526	460	413
527	461	412
528	462	411
529	462	410
530	463	409
531	463	408
532	464	406
533	465	405
534	465	404
535	466	403
536	466	402
537	467	401
538	468	400
539	468	399
540	469	398
541	469	397
542	470	395
543	470	394
544	471	393
545	472	392
546	472	391
547	473	390
548	473	389
549	474	388
550	475	387
551	475	386
552	476	385
553	476	383
554	477	382
555	478	381
556	478	380
557	479	379
558	479	378
559	480	377
560	481	376
561	481	375
562	482	374
563	482	373
564	483	372
565	483	371
566	484	369
567	485	368
568	485	367
569	486	366
570	486	365
571	487	364
572	487	363
573	488	362
574	489	361
575	489	360
576	490	359
577	490	358
578	491	357
579	492	356
580	492	355
581	493	354
582	493	353
583	494	352
584	495	351
585	495	350
586	496	349
587	496	348
588	497	347
589	497	346
590	498	344
591	499	343
592	499	342
593	500	341
594	500	340
595	501	339
596	502	338
597	502	337
598	503	336
599	503	335
600	504	334
601	505	333
602	505	332
603	506	331
604	506	330
605	507	329
606	507	328
607	508	327
608	509	326
609	509	325
610	510	324
611	510	323
612	511	322
613	512	321
614	512	320
615	513	319
616	513	318
617	514	318
618	515	317
619	515	316
620	516	315
621	516	314
622	517	313
623	518	312
624	518	311
625	519	310
626	519	309
627	520	308
628	521	307
629	521	306
630	522	305
631	522	304
632	523	303
633	523	302
634	524	301
635	525	300
636	525	299
637	526	299
638	527	298
639	528	297
640	529	296
641	529	295
642	530	294
643	530	293
644	531	292
645	532	291
646	532	290
647	533	289
648	533	288
649	534	287
650	535	286
651	535	285
652	536	284
653	536	284
654	537	283
655	538	282
656	538	281
657	539	280
658	539	279
659	540	278
660	541	277
661	541	276
662	542	275
663	543	274
664	543	273
665	544	273
666	545	272
667	545	271
668	546	270
669	547	269
670	548	268
671	549	268
672	549	267
673	550	266
674	551	265
675	551	264
676	552	263
677	552	262
678	553	261
679	553	260
680	554	259
681	555	258
682	555	257
683	556	257
684	556	256
685	557	255
686	558	254
687	558	253
688	559	252
689	559	251
690	560	250
691	561	249
692	561	248
693	562	247
694	562	247
695	563	246
696	564	245
697	564	244
698	565	243
699	565	242
700	566	241
701	567	240
702	567	239
703	568	238
704	569	238
705	569	237
706	570	236
707	571	235
708	571	234
709	572	233
710	572	232
711	573	231
712	574	231
713	574	230
714	575	229
715	575	228
716	576	227
717	576	226
718	577	225
719	578	224
720	578	223
721	579	223
722	579	222
723	580	221
724	580	220
725	581	219
726	582	218
727	582	217
728	583	216
729	583	215
730	584	215
731	585	214
732	585	213
733	586	212
734	586	211
735	587	210
736	588	209
737	588	208
738	589	208
739	589	207
740	590	206
741	590	205
742	591	204
743	592	203
744	592	202
745	593	201
746	593	201
747	594	200
748	594	199
749	595	198
750	596	197
751	596	196
752	597	195
753	597	195
754	598	194
755	599	193
756	599	192
757	600	191
758	600	190
759	601	189
760	602	189
761	602	188
762	603	187
763	603	186
764	604	185
765	605	184
766	605	183
767	606	183
768	606	182
769	607	181
770	607	180
771	608	179
772	609	178
773	609	178
774	610	177
775	610	176
776	611	175
777	612	174
778	612	173
779	613	172
780	613	172
781	614	171
782	614	170
783	615	169
784	616	168
785	616	167
786	617	167
787	617	166
788	618	165
789	619	164
790	619	163
791	620	162
792	620	162
793	621	161
794	622	160
795	622	159
796	623	158
797	623	157
798	624	157
799	624	156
800	625	155
801	626	154
802	626	153
803	627	152
804	627	152
805	628	151
806	629	150
807	629	149
808	630	148
809	630	147
810	631	147
811	631	146
812	632	145
813	632	144
814	633	143
815	634	142
816	634	142
817	635	141
818	635	140
819	636	139
820	637	138
821	637	138
822	638	137
823	638	136
824	639	135
825	640	134
826	640	134
827	641	133
828	641	132
829	642	131
830	642	130
831	643	129
832	643	129
833	644	128
834	645	127
835	645	126
836	646	125
837	646	125
838	647	124
839	648	123
840	648	122
841	649	121
842	649	121
843	650	120
844	651	119
845	651	118
846	652	117
847	652	117
848	653	116
849	653	115
850	654	114
851	655	113
852	655	112
853	656	112
854	656	111
855	657	110
856	658	109
857	658	109
858	659	108
859	659	107
860	660	106
861	661	105
862	661	105
863	662	104
864	662	103
865	663	102
866	663	101
867	664	101
868	665	100
869	665	99
870	666	98
871	666	97
872	667	97
873	667	96
874	668	95
875	669	94
876	669	93
877	670	93
878	670	92
879	671	91
880	672	90
881	672	89
882	673	89
883	673	88
884	674	87
885	674	86
886	675	86
887	676	85
888	676	84
889	677	83
890	677	82
891	678	82
892	679	81
893	679	80
894	680	79
895	680	79
896	681	78
897	681	77
898	682	76
899	683	75
900	683	75
901	684	74
902	684	73
903	685	72
904	685	71
905	686	71
906	687	70
907	688	69
908	688	68
909	689	68
910	689	67
911	690	66
912	691	65
913	691	65
914	692	64
915	692	63
916	693	62
917	693	61
918	694	61
919	695	60
920	695	59
921	696	58
922	696	58
923	697	57
924	697	56
925	698	55
926	699	55
927	699	54
928	700	53
929	701	52
930	702	52
931	703	51
932	703	50
933	704	49
934	705	49
935	705	48
936	706	47
937	706	46
938	707	45
939	708	45
940	708	44
941	709	43
942	710	42
943	710	42
944	711	41
945	712	40
946	712	39
947	713	39
948	713	38
949	714	37
950	715	36
951	715	36
952	716	35
953	716	34
954	717	33
955	718	33
956	719	32
957	719	31
958	721	30
959	721	30
960	722	29
961	723	28
962	723	27
963	724	27
964	725	26
965	725	25
966	726	24
967	726	24
968	727	23
969	727	22
970	728	21
971	729	21
972	729	20
973	730	19
974	730	18
975	731	17
976	732	17
977	732	16
978	733	15
979	733	14
980	734	14
981	735	13
982	735	12
983	736	11
984	737	11
985	737	10
986	738	9
987	738	8
988	739	8
989	739	7
990	740	6
991	741	5
992	741	5
993	742	4
994	743	3
995	743	2
996	744	2
997	744	1
998	745	0
999	745	0
